masked,original
사람 아니잖아,너 이런 사람 아니잖아.
야 땅 파 장사하는 거?,야 우리도 땅 파서 장사하는 거 아니거든?
##해 가능성 있는일수도ㅋㅋ,조심해 가능성 있는 얘기일수도ㅋㅋ
##든어택 [UNK] 나왔네 ㅋㅋㅋ,서든어택에 [UNK] 캐릭터 나왔네 ㅋㅋㅋ
진짜? ㅋㅋㅋㅋ 걔네는 팔이,진짜? ㅋㅋㅋㅋ 걔네는 맨날 캐릭터 팔이하네
나도 진짜 많이 먹고 해볼까,나도 진짜 많이 먹고 잘 먹는데 먹방 해볼까
먹토 라이브로 사람도 [UNK] 님 같은 분,먹토안하고 라이브로 하는 사람도 많던데 [UNK]님 같은 분
##하면 집에서나 해야지,퇴근하면 집에서 게임이나 해야지
##만 하니?,너는 방구석에서 게임만 하니?
##지,사람보다 차가 먼저지
##칠 수 있을까?,내가 끝마칠 수 있을까?
##만 하면 다 할 수,너가 열심히만 하면 다 할 수 있어
사람 죽이는?,왜 사람 기를 죽이는 거야?
,현실을 직시하라고
거나?,불면증 같은 거 걸렸나?
##은 거,불면증은 아닌 거 같고
##을 해라,차라리 타령을 해라
나 사회복지학관데 우리 선배들 보니까 탈사 해야 할,나 사회복지학관데 우리 선배들 보니까 탈사복 해야 할 것 같음
한번 거냐,한번 해보자는 거냐.
오 이쁘긴한데 얼마 주고 함 했는데 진짜 싸게함,오 이쁘긴한데 얼마 주고 함 나 셀프로 했는데 진짜 싸게함
그걸 어떻게 알아 그리고 셀프로 하면 망할 그냥 갈래,그걸 어떻게 알아 그리고 셀프로 하면 망할꺼같아서 그냥 받으러 갈래
,말 조심하세요.
##는 게 하나도 없는 거 아니야?,우리 국민들한테는 좋은 게 하나도 없는 거 아니야?
##라 의무 아닌 의무로 떠넘겨 듯,우리나라가 선진국이라 의무 아닌 의무로 떠넘겨진 듯
,코로나가 걱정이다
##도 않은가,코로나가 무섭지도 않은가?
30대 아저씨 출격,30대 후반 아저씨 잠실 출격한다
와 여기 돼지김치이다 진짜,와 여기 돼지김치볶음 예술이다 진짜
역시엔 수박이.,역시 여름엔 시원한 수박이 최고지.
수박보다 더 게.,수박보다 더 시원한 게 있는가 봐.
##하면 일단 네고부터 들어옴 ㅋㅋㅋ,중고거래하면 일단 네고 문의부터 들어옴 ㅋㅋㅋ
##된 가격에 쿨거래 안 되나,그냥 제시된 가격에 쿨거래하면 안 되나
살지마,너 인생 그렇게 살지마
가임기 여자들 한?,가임기 여자들 대상으로 한 지도 뭐냐?
나 여자 너무 드는데 좀 시켜줘라,나 저 여자 너무 맘에 드는데 연결 좀 시켜줘라
너 슬생,너 슬의생 봐?
##봉 싶어서 안달이야,따봉 받고 싶어서 안달이야
저렇게 주고다닌다고?,저렇게 비싼 돈 주고 여행다닌다고?
##도 안하냐?,니는 안전장치 점검도 안하냐?
,그러다가 신고당해
그러면 그냥 너랑 나랑 후딱자,그러면 그냥 너랑 나랑 후딱 끝내자.
##까,그래 버릴까?
그 터진 봤,그 선수 터진거 봤어
"고딩 때 봐서 아주줄 알았더니, 크다.","고딩 때 봐서 아주 착한줄 알았더니, 배신감이 크다."
##수네,또 구설수네.
##하니까 허리가 아작날 것,하루종일 일만하니까 허리가 아작날 것 같아
##같은 고딩도 받아줌?,우리같은 고딩도 받아줌?
못생긴 여자는 당해도 거야,그럼 못생긴 여자는 당해도 괜찮다는 거야?
오늘 알바하는데 80대 같아가 술먹함,오늘 알바하는데 80대 같아보이는 할아버지가 술먹자고함
##치ㅋㅋ 그래서 싫다고 욕했음,장난치겠냐ㅋㅋ 그래서 싫다고 하니깐 욕했음
자기 딸보다꺼같은데 왜걸까..,내가 자기 딸보다 어릴꺼같은데 왜 그러는걸까..
너 죽인다,와 너 라임 죽인다
경찰관님 저 물건 도난 당해서 도난하려고.,경찰관님 저 물건 도난 당해서 도난 신고하려고 왔습니다.
네? 왜요? 주변에 같은거 못보나?,네? 왜요? 주변에 cctv 같은거 못 돌려보나요?
##해서 건강 빼는게 최고야,운동해서 건강히 살 빼는게 최고야
##제니 뭐니 약물 먹어서 빼 건 요요도 심하다고,다이어트 보조제니 뭐니 약물 먹어서 빼는 건 요요도 심하다고
,잠이 쏟아지네
나밖에 못잤,나 세시간밖에 못잤거든
그치? 정상인들은 맞아도 별?,그치? 나같은 정상인들은 맞아도 별 일 없겠지?
엄마가 계속 목수를 하라고 솔직히 아니야?,엄마가 계속 목수를 하라고 권하는데  솔직히 너무한거 아니야?
충분히 만하지?,충분히 의심할 만하지 않나?
그냥 몇번 털고 술 따라주니까 다?,그냥 입 몇번 털고 술 따라주니까 다 마시던데?
진짜 개부,와 진짜 개부럽다.
이혼서류 나온 이후에 만난 거면 사람이 대체 가정파탄범이냐,이혼서류 나온 이후에 만난 거면 저 사람이 대체 왜 가정파탄범이냐?
쇼도 부부였던 거 모르는 사람도 있나?,쟤네 쇼윈도 부부였던 거 모르는 사람도 있나?
우리가 선진국이라면서 남미 콜럼비아보다 접종률이 게 돼,우리가 선진국이라면서 남미 콜럼비아보다 접종률이 낮은 게 말이 돼?
매번 거짓말을 하니 국민들이 거지,매번 거짓말을 하니 국민들이 신뢰를 못하는 거지.
스벅 알바생들 트럭 할,스벅 알바생들 트럭시위 할 거래
##를 넘 많이 돌리,행사를 넘 많이 돌리긴 했음
[UNK] 자살,[UNK]이가 자살했데
아버지 술집 다닌다고 하더니만,아버지 빚때문에 술집까지 다닌다고 하더니만
##도 하네 왕 좋다,올해도 예비군 안 하네 왕 좋다
##지,먹으면 왜이렇게 졸리지
조선족이니 중국이 것들 다?,조선족이니 중국이니 하던 것들 다 어디갔냐?
##대로 한국이다,예상대로 한국이다.
나이랑 오래 사귀고 남친 취생 뒷바라지 다 한거?,나 남친이랑 오래 사귀고 남친 취준생 뒷바라지 다 한거 알지?
"당연하지, 너가 남친 취 사먹이고 생활비도 줬잖아","당연하지, 너가 남친 취준 할때 밥도 사먹이고 생활비도 줬잖아"
모유 수유 엄마가 거지 그걸 왜 나라에서 강요해?,모유 수유는 엄마가 선택하는 거지 그걸 왜 나라에서 강요해?
ㅋㅋ네가 지금처럼 벌어서는 사기거다,ㅋㅋ네가 지금처럼 벌어서는 차 사기 힘들거다.
##게 인상이 뭔가졌네 한??,글게 인상이 뭔가 세졌네 한 듯??
사람은 것도 아닌데 왜 저래?,저 사람은 그렇게 심한 것도 아닌데 왜 저래?
[UNK] 신이!,[UNK]는 신이다!!
##만 먹고 돈만 아깝다..,맨날 술만 먹고 그래서 돈만 아깝다..
니을 바꿔야되는 거지가 문제가,니 성격을 바꿔야되는 거지 걔네가 문제가 아니야
##니까 그만라고 ; ;,야 힘드니까 그만 놀리라고;;
[UNK] 같은거,[UNK] 같은거 왜 쓰냐?
잘했어 80나 맞았.,그래도 잘했어 80점이나 맞았잖아.
##하게할만해,성대하게 기념할만해
그정도로 한국이 미개,그정도로 한국이 미개하진 않아
광화문 광장에서 좌파 집단의가대,오늘 광화문 광장에서 좌파 집단의 시위가 있대
그런데 불필요한 씬이 좀 많이 있는것 같아. 이런곳은 잔인하게 했어야. 꼭 이런씬을 넣었어야 했나 이런 것들?,그런데 불필요한 씬이 좀 많이 있는것 같아. 굳이 이런곳은 잔인하게 했어야 했나. 꼭 이런 베드씬을 넣었어야 했나 이런 것들?
대사에 A컵 여자는 만질게 진심 공감되서 좀겼음.,대사에 A컵 여자는 만질게 있냐고 나오는데 진심 공감되서 좀 웃겼음.
자살대,그 연예인이 자살했대
야 너 좀생 보이네?,야 너 오늘 좀 잘생겨 보이네?
더러운?,그게 무슨 더러운 소리야?
살인자해놓고 무슨 여성정책,살인자 조카 변호해놓고 무슨 여성정책…
남편이 술만 마시면 때리는데하는게 답,남편이 술만 마시면 때리는데 이혼하는게 답일까요?
##하고 지금 당장하세요,경찰에 신고하고 지금 당장 이혼하세요
새벽에 룸싸롱 갔니,너 어제 새벽에 룸싸롱 갔니
없이,어쩔수 없이 갔어
맞고 나서는 꼭 잘이 되더라.,백신 맞고 나서는 꼭 잘 먹어야 회복이 되더라.
너는 늘 것도 모른다는 눈으로?,너는 늘 아무 것도 모른다는 눈으로 쳐다보더라?
30대면 성숙 질?,30대면 성숙해 질 나이인가?
지각비 안내면 선생님 너 이를,지각비 안내면 선생님께 너 다 이를거야
부야 찍먹이야?,탕수육 부먹이야 찍먹이야?
난먹이,난 당연히 찍먹이지
##이바삭해야 맛있거든,탕수육이 바삭바삭해야 맛있거든
야요리 전문점 가면 다서,야 중화요리 전문점 가면 다 부어서 나와
마약하는 걸라고 할.,마약하는 걸 범죄라고 할 수는 없지.
자신 해하는데 왜을 게 범죄야?,자신만을 해하는데 왜 마약을 하는 게 범죄야?
만한가 봐,그러게 다들 살 만한가 봐
아무리 우리가 미국이어도 중국 없으면 당장 먹기 힘들어질 텐데,아무리 우리가 미국 우방이어도 중국 수출 없으면 당장 먹기 살기 힘들어질 텐데
자살대,그 여자 자살했대
,너무 좋지~
사람이까 말까,이 사람이랑 만날까 말까
나 고등학생 때 쥐고 달려드는데 주먹을,나 고등학생 때 주먹 쥐고 달려드는데 주먹을 잡더라
백퍼 짜깁,이 뉴스 백퍼 짜깁기다
##지 얼마겠지,장사 시작한지 얼마 안됐겠지
##바,초코바 단식?
##과 조원이 정말 헬이다,이번에 조별과제 조원이 정말 헬이다
,어떻길래 그럼
앞에 있는 뒤에 있는 애 연필로 머리 찍었,앞에 있는 애가 뒤에 있는 애 연필로 머리 찍었대잖아
##한 애들 이제 나겠네,학폭한 애들 이제 사과하고 난리 나겠네
,연예인 되기 힘들다
인정 너무 불편해 어차피 사람들 방 잡고 놀고 길에서 노상하고 그러던데 왜 굳이 거지,인정 너무 불편해 어차피 사람들 방 잡고 놀고 길에서 노상하고 그러던데 왜 굳이 시간제한하는 거지
그냥 다 고인은 그냥 사라져야지..,그냥 다 바꿔야 함 고인 물은 그냥 사라져야지..
"경비원한테 대리주차, 소포배달 시키는 거하는 경비원 모레 발동이네","경비원한테 대리주차, 소포배달 시키는 거 금지하는 경비원법이 모레부터 발동이네"
리얼.라도 있었으면 어쩔뻔...,리얼 공감합니다. 애라도 있었으면 어쩔뻔했어요...
고졸이지,걔 고졸이랬지?
역시 일본 학 하네.,역시 일본 학용품이 좋긴 하네.
한국이 좋아서 한국에해서 사는 귀화는 안 하냐?,한국이 좋아서 한국에 정착해서 사는 애들은 왜 귀화는 안 하냐?
사실 한국이 게 아니라 여기 살 없는 이유가 있는 애들이,사실 한국이 좋은 게 아니라 여기 살 수밖에 없는 이유가 있는 애들이겠지
저 방송국은 씨 넘,저 방송국은 선 씨게 넘었지
노잼 재탕들이 의리로 봐줬잖아,노잼 재탕 시나리오도 시청자들이 의리로 봐줬잖아
##던 여자던 동성 재수없는 친구가 이성에게 인기가,남자던 여자던 동성간에 재수없는 친구가 이성에게 인기가 많습니다
더럽네드는데는 잘함,성격 더럽네 생각드는데 연애는 잘함
너한테 소리까지 들으니까 기분이 썩,너한테 그런 소리까지 들으니까 기분이 썩 좋지 않네
남자들이 여자하는 게 일이냐,남자들이 여자 성추행하는 게 하루이틀 일이냐.
그 나이먹고 하고?,그 나이먹고 게임이 하고 싶수?
,나 돈 없는데
너 그러다가 진짜 돈 수도 있어.,너 그러다가 진짜 돈 다날릴 수도 있어.
음주에 무면허에 경찰관 폭행인데 씨 넘,음주에 무면허에 경찰관 폭행인데 선 씨게 넘었지
완전 폭탄,요즘 완전 세금 폭탄이군
약올린 넌단,약올린 넌 괜찮단 거야?
"나 혼자실에서 노예 하는 일 다하고, 좋은 연구 결과까지 들고께 갔거든?","나 혼자 랩실에서 노예처럼 하는 일 다하고, 좋은 연구 결과까지 들고 교수님께 갔거든?"
"야, 교수가 네 목숨줄을 잡고 1저자 뺏은 거 아니면 그냥 눈고라.","야, 교수가 네 목숨줄을 잡고 있으니까 1저자 뺏은 거 아니면 그냥 눈 감고 넘어가라."
요즘 여자한테 30 넘으면 여자들이 알아서 올 참아라,요즘 여자한테 인기 없어도 30 넘으면 여자들이 알아서 올거니까 참아라
없는게 30 넘으면겠냐?,지금 인기 없는게 30 넘으면 생기겠냐?
머리았냐?,너 오늘도 머리 안감았냐?
머리에,머리에 기름졌어?
,왜?
근데랑 연애 때부터 간 곳이라고 알려주기 좀 그렇 기분 되게 나쁘,근데 남편이랑 연애 때부터 간 곳이라고 알려주기 좀 그렇대서 기분 되게 나쁘더라고
이 아줌마로 다 기분이 나쁘,이 아줌마 별걸로 다 기분이 나쁘네
참깨가으면깨ㅋㅋ,참깨가 웃으면 참깨빵ㅋㅋ
##미없다,진짜재미없다
남자 망신 시켜라,남자 망신 그만 시켜라.
##이네,완전 꿀이네.
자살한세 9급 공무원말이야,자살한 26세 신입 9급 공무원말이야.
##라서 그런 취급을 당했다는거야.,근데 댓글들이 남자라서 그런 취급을 당했다는거야.
요즘은 여자한테 타라면 성희롱 소릴 들어 남자들이 떠맡는 경우가.,요즘은 여자한테 커피 타라면 성희롱 소릴 들어 남자들이 떠맡는 경우가 많은가봐.
막이라 여자들 당하는건 모르고 혼자 억울하셨네.,사회생활 막 시작한 신입이라 여자들 당하는건 모르고 혼자 억울하셨네.
##하면 잘벌,프로게이머하면 돈 잘벌자나
##엔 호수를 거니면 제격같지만,비오는 날엔 호수를 거니면 제격같지만
되지?으면서 맘에도 없는. 무슨 말을 해?,가면 되지? 귀찮으면서 맘에도 없는. 무슨 그런 말을 해?
냄새난다 방문라,냄새난다. 방문 열어라.
맘충은 있는데 아빠? 이런 없을까,맘충은 있는데 왜 아빠충? 이런 단어는 없을까
[UNK] 본적있음? 거기서 후는지도 않고바르고 너무 좋더라 누구랑,[UNK] 본적있음?거기서 후는 울지도 않고 예의바르고 너무 좋더라 누구랑 다르게
,왜 무슨 일인데
##함 ㅋㅋ 어때??,ㅇㅇ하나 장만함 ㅋㅋ 어때??
인생노잼야,아 요즘 인생노잼 시기야
맞아 영양가 있는 걸 챙겨보는 건 아니지만 정말 이런걸 보는 시간 낭비.,맞아 영양가 있는 걸 챙겨보는 건 아니지만 정말  이런걸 보는건 시간 낭비야..
어떤가 술 마시고 술집 여직 덮쳤.,어떤 아저씨가 술 마시고 술집 여직원을 덮쳤대.
이 나라는만 마시면 모든 범죄가 다 용서 듯,이 나라는 술만 마시면 모든 범죄가 다 용서되는 듯.
[UNK] 이 가서 때워봐,일단 [UNK]이 가서 시간을 때워봐.
왜 저 한테이 튀,왜 저 한테 불똥이 튀나요?
##대없는 하고서 욕버냐,왜 씰대없는소릴 하고서 욕버냐
오라버니. 요즘 때문에 많이하지? 얼굴도 안좋고,오라버니. 요즘 일 때문에 많이 피곤하지? 얼굴색도 안좋고
야 그런거면 미리어야지 ㅎㅎ 몇까지 만날래?,야 그런거면 미리 말했어야지 ㅎㅎ 내일 몇 시까지 만날래?
논리적으로 도 재 받는데 [UNK] 은 왜 저되냐?,논리적으로 [UNK]도 재평가 받는데 [UNK]은 왜 저평가되냐?
하고,연락 좀 하고 살아라
원래 거 먼저 잘 거 알잖아,나 원래 그런 거 먼저 잘 못하는 거 알잖아
너 때 먹었냐?,너 점심 때 뭐 먹었냐?
##들이 다 똑같이 생겼네,그룹 멤버들이 다 똑같이 생겼네?
##가이냐? 아무데서나 내려 달래.,버스가 자기 자가용이냐? 아무데서나 내려 달래.
[UNK] 했네,[UNK]1위 했네
강아지가 니 돈벌이,강아지가 니 돈벌이용이야?
"야, 내가 아는 애 상태 영화 스포놓음.","야, 내가 아는 애 상태 메시지에 영화 스포해놓음."
돼지는,사람한테 돼지는 아니지 않나
그리고 학생을 성적 대상 하는 게 맞는요,그리고 학생을 성적 대상화 하는 게 맞는 일인가요?
도망은 무슨. 오늘은 너를 다해주께.,도망은 무슨.오늘은 너를 위해 모든걸 다해주께..
좋았써! 일진은 망했다,좋았써!와 오늘 일진은 망했다.
##하는데하고 ㅌㅌ 가능?,중고거래하는데 직거래하고 ㅌㅌ 가능?
국민을 개로 거나 마찬가지,이건 국민을 개로 보는 거나 마찬가지 아니냐
요즘 아이를 제대로 키우지 부모가 것,요즘 아이를 제대로 키우지 않는 부모가 많은 것 같아
##둬,놔둬 애들이잖아
버려진 마음으로 한번자,버려진 강아지 키우는 마음으로 한번 돕자
,여자라서 문제는 아님
홍어,홍어가 뭔데?
전라도하는 거 몰랐음?,전라도 사람들 뜻하는 거 몰랐음?
.. 때리,미안해.. 제발 때리지마
,내가 언제?
밤에동안 너어,어제 밤에 2시간동안 너 기다렸어
"하긴만 답은 아니지, 오답 답이지.ㅋ","하긴 정답만 답은 아니지, 오답도 답이지. ㅋㅋㅋ"
남자 [UNK] 야,[UNK]은 남자 [UNK]야.
넌 [UNK] [UNK],넌 [UNK] 아니면 [UNK]냐?
일본군 극비문서에서를 총알받이로 쓰려어,일본군 극비문서에서 한반도를 총알받이로 쓰려했다고 나타났어
##만도 3명은 뽑겠다.,그러게 저사람만 내보내도 3명은 뽑겠다.
이런회사 다니는 불쌍,이런회사 다니는 우리만 불쌍하지
##하다가 스트레스풀러 가자 거지!,그냥 공부하다가 스트레스풀러 가자는 거지!
말기,말 알아듣기 너무 어렵다
디인사 하는 뭐하고 살까?,디시인사이드 하는 애들은 뭐하고 살까?
나오늘 출근길에 똥밟,나오늘 출근길에 똥밟았자나 ㅠㅠ
여자 업무용 노트북 인터넷 기록 봤는데 가슴성형했더라,아는 여자 후배 업무용 노트북 인터넷 기록 봤는데 가슴성형 검색했더라
##자들 기간 하더라.,불법체류자들 신고 기간이라고 하더라.
##자들이 많이 늘어나나 보네,요즘 불법 체류자들이 많이 늘어나나 보네
저적여,저그런적없는데여
사장님 그거하고한다고,사장님 그거는 계산하고 정리한다고
월급은주세여 사장님 홀어머ㅜㅜ,월급은주세여 사장님 홀어머님 모십니다ㅜㅜ
너네 사장님 안음? 하신 줄,너네 사장님 결혼 안 하셨음? 하신 줄 알았는데
무라서이야,나도 무교라서 다행이야
전라도가 문제,왜 전라도가 문제 있어?
"##하고, 가정 생기니까 더 그렇지 뭐.","다들 회사생활하고, 가정 생기니까 더 그렇지 뭐."
난도 안 하고 있어서 어디 특별한 날에 사람이.,난 연애도 안 하고 있어서 어디 특별한 날에 만날 사람이 없거든.
##시켜 준 남자랑은 어떻게 됐어?,저번에 친구가 소개시켜 준 남자랑은 어떻게 됐어?
##적,양심적 접종거부
남자들은 하면 무조건 지들 집에 데려가,요즘 남자들은 데이트하자고 하면 무조건 지들 집에 데려가
##니까 많이 넣지는 않아도 되지?,학생이니까 많이 넣지는 않아도 되지 않을까?
살 시간도 없는데 ㅠㅜ 헌도으려나?,봉투 살 시간도 없는데 ㅠㅜ 헌 봉투도 괜찮으려나?
##들은 다 거기서 거기인 것,우리나라 노래들은 다 거기서 거기인 것 같아
##같음,완전 맛있을거같음
가마 타고 어딜,가마 타고 어딜 가니?
니 애인이나해라 하지말고,니 애인이나 잘 관리해라 그런말 하지말고
흙수저들은 가만히 있어도 있어.,나같은 흙수저들은 가만히 있어도 고통당하고 있어.
잘 것도 능력이야,부모 잘 만나는 것도 능력이야.
못곳고 못 볼 사람 보러 왔나?,내가 못 올곳 왔고 못 볼 사람 보러 왔나?
,오빠 차단할게
니가 가진병을 왜 여기에 얹,갑자기 니가 가진 위장병을 왜 여기에 얹어
##녀이니 어쩔 수 없지요,난 유부녀이니 어쩔 수 없지요.
때려,어떻게 여자를 때려?
##당하는데이 가능하다고 봄,학폭당하는데 저항이 가능하다고 봄?
아 진짜 [UNK]네,아 진짜 [UNK] 진짜 어렵네
[UNK]서 안하고,[UNK] 너무 어려워서 안하고 싶음
길가 개똥 밟을,길가는데 개똥 밟을뻔했음
저 아빠는적이다,저 아빠는 태도가 좀 강압적이다
,아들이 불쌍해
사람도 숨히는 아들은 오죽할까,보는 사람도 숨막히는데 아들은 오죽할까
##랑해?,너 걔랑 연락해?
,아니 연락 안해
아니 바보 맞고 다니는게 다 사정이 있었다고,아니 내가 바보같이 맞고 다니는게 아니고 다 사정이 있었다고
에이즈 게이만 걸리는 병. 이런 말들 다발언인 거길,에이즈 게이만 걸리는 병 아님. 이런 말들 다 혐오발언인 거 알길
너한테 욕하는 것도 참을 거,너한테 욕하는 것도 못 참을 거 같아.
아니 나이 든 사람 맞는 거야?,아니 코로나 왜 나이 든 사람 먼저 맞는 거야?
,아이고 말세다 말세
여자 남자가 흑인,저 여자 남자친구가 흑인이래
딸 그 정도 돈 뜯었으면 좀 하지,딸한테 그 정도 돈 뜯었으면 그만 좀 하지.
걔졌,걔 엄청 예뻐졌더라
되도들 많아서 기분 팍 상하,되도 않는 글들 많아서 기분 팍 상하더라
와 쟤 다리털 것,와 쟤 다리털 많은 것 봐
##진 할까지야,그렇게 급발진 할 거까지야
이는 없어서 웃기네,이 만화는 어이가 없어서 웃기네
,나 돈 없어
저 옆집에 재산 아버지를 칼로,저 옆집에 재산때문에 아버지를 칼로 찔렀데
여자는 바람도 같이 사네,저 여자는 남편이 바람 피워도 같이 사네
,정말 속도 좋다
##이라도 같이 있을 것 같은데,나같으면 잠깐이라도 같이 못 있을 것 같은데
##카세 한 번 가고 어깨 으쓱는 거 봐라,오마카세 한 번 가봤다고 어깨 으쓱해하는 거 봐라
##만 하니까 그렇지,안 좋게 보려고만 하니까 그렇지
##지,말도 꺼내지 마
[UNK]름이지,[UNK]가 사람이름이지?
최근 라이브 보고 댓다냐?대보다 못한 거임 보고 와서 까든지 해,최근 라이브 보고 댓다냐? 음역대보다 높아서 못한 거임 보고 와서 까든지 해
가정폭력겪면 여경.....,가정폭력겪어보면 여경필요해.....
##작들은 더뽑아달라 난리임,근데정작경찰들은 더뽑아달라 난리임
미성년자라도랑 잘 내면 가질 수 있지,미성년자라도 부모가 증여세랑 세금만 잘 내면 가질 수 있지
그 인간이성 정동장애 상태에서 비관해 범죄를 저질렀으라 반성하고 재범하지 않을 것같다고 집유로.,그 인간이 양극성 정동장애 상태에서 비관해 범죄를 저질렀으라 반성하고 재범하지 않을 것같다고 집유로 했단다.
"교수는 그냥직, 이제 명예도 없음","교수는 그냥 명예직인데, 이제 명예도 없음."
##만 맞고 바로거 아냐?,그냥 주사만 맞고 바로 오는거 아냐?
여자가 미국인한테 성추행,그 여자가 미국인한테 성추행 당했대
[UNK] 하네,[UNK] 열일 하네.
예전에 똑바로 했으면범죄 수준으로 때리고 끝났을 걸.,예전에 수사 똑바로 했으면 대충 경범죄 수준으로 때리고 끝났을 걸.
##하다 진짜,인생 암울하다 진짜
##지,그럴 가능성이 높지
##러지롱,힘내 난 휴학러지롱
너 [UNK] 이라고? [UNK] 에서 성악해진 아이.,너 [UNK]이라고 알지? [UNK]에서 성악으로 유명해진 아이.
,이번엔 내시경이야
운동 좀 할랬더니 쑤,운동 좀 할랬더니 온 몸이 쑤신다
아프다니는. 몰인정하긴,아프다니는데. 몰인정하긴
교수는 방송에 나와서 거북할 정도로 현 정권을 찬양,저 교수는 방송에 나와서 거북할 정도로 현 정권을 찬양하네.
살아온 방식이 전부 줄니깐,자기가 살아온 방식이 전부 맞는 줄 안다니깐
##이 여자 화장실에 몰카 설치했.,초등학교 교장이 여자 화장실에 몰카 설치했대.
몰카 설치하는 범인 통제할 수 있는 익숙한 장소에다가 설치한다...,몰카 설치하는 범인들은 자기가 통제할 수 있는 익숙한 장소에다가 설치한다잖아...
##치 떼.,시치미 떼지마라.
잘하면 숟가락다고절한다,잘하면 숟가락 얻는다고 평가절하한다
아 그럼하기 좀 곤란하긴 했겠네 ; 그래도 넌 술 안 마시고만 가졌어야지,아 그럼 약속 취소하기 좀 곤란하긴 했겠네; 그래도 넌 술 안 마시고 자리만 가졌어야지
가슴한 거겠지,쟤 가슴 수술한 거겠지?
엉덩이에도 넣은 것,엉덩이에도 뭐 넣은 것 같아.
연예인이에 콘돔 넣어준,연예인이 아들 지갑에 콘돔 넣어준대
그거들었냐 암찰차?,그거들었냐 암행순찰차얘기?
저 죽을 지은 것도 너무들 하네.,저 사람이 죽을 죄를 지은 것도 아니고 너무들 하네.
아니 시킨 사람은 배달 가능 그냥 거지,아니 시킨 사람은 배달 가능하니까 그냥 시킨 거지.
부모 둘 다 없는 사람이..,세상에 부모 둘 다 없는 사람이 얼마나 많은데..
아무리 5 차이나는 새고 아버지도 돌아가셨다지만,아무리 5살 차이나는 새엄마고 아버지도 돌아가셨다지만…
어딜 있고 죽지,어딜가도 있고 죽지를 않지
##할지 정도는.,대충 뭘할지 정도는 생각해야지.
넌 갈? 2조 갈?,넌 1조 갈거야? 2조 갈거야?
게되냐?,그렇다고 때린 게 정당화되냐?
##까 정신차리세요,신고 넣었으니까 정신차리세요
그게 본인은 조언인데 사람은 아닌데 말이지,근데 그게 본인은 조언인데 듣는 사람은 참 아닌데 말이지
##겠네? ㅋㅋㅋㅋ,아 그렇겠네? ㅋㅋㅋㅋ
##이지옥.,매일매일이 생지옥이다.
##을 때가 너 좋아해서 그래 거랑 비슷하죠,어렸을 때 걔가 너 좋아해서 그래 했던 거랑 비슷하죠
야할 때 봤어? 보고 웃는 거 봤냐?,야 아까 계산할 때 봤어? 나 보고 웃는 거 봤냐?
여자 어제도 다섯 번했,그 여자 어제도 다섯 번 전화했대
"엄마, 나 이 옷 돼?","엄마, 나 이 옷 사주면 안 돼?"
##돌은해?,너 남돌은 안좋아해?
지금은 돈 게라는거지.,지금은 돈 벌어오는 게 자기라는거지.
사내이 왜이렇게 맛없는거 같지?,요즘 사내 식당밥이 왜이렇게 맛없는거 같지?
미쳐가나봐,세상이 미쳐가나봐
##스럽게구만?,복스럽게 먹는구만 왜?
지금 추세로 찌 정말 고도비만이 눈 앞,지금 추세로 찌다가는 정말 고도비만이 눈 앞이야.
페미같은게,예전엔 페미문제같은게 없었는데
코로나 명,코로나 3천 명 돌파 ㄷㄷㄷ
잘하면 자기 덕 안되면 국민 탓 또만 취소 들고,잘하면 자기 덕 안되면 국민 탓 또 2주만 모임 취소 들고 나왔다
생각은 없는데 그냥,욕할 생각은 없는데 그냥 불편해
##가 짧아서 걱정이다.,저 학생 치마가 짧아서 걱정이다.
##아도네 정말.,짧아도 너무 짧네 정말.
요즘 미스리아는 성형 안한 사람이 한?,요즘 미스코리아는 성형 안한 사람이 있긴 한 건가?
##지 타령이야,갑지 왠 성형 타령이야
한번 해ㅋㅋ 주지 않을까?,한번 해 봐ㅋㅋㅋㅋ 봐 주지 않을까?
주고 샀?,오 얼마 주고 샀어?
##로 정도에어 ㅋㅋ,중고로 50만원 정도에 샀어 ㅋㅋ
실력이나 키우고 사라,기타 실력이나 키우고 좋은 악기 사라
여자가,단발 머리 여자가 좋아
,니가 참아
나색!,나 머리 탈색했어!
##라도 못하는데도 벌써 사람들이 많이어,코로나19라 샤워도 못하는데도 벌써 사람들이 많이 모였어
남편이 몸은 해주겠지 뭐,남편이 몸은 불편해도 잘 해주겠지 뭐
성향은 유전이라애자한테 아무리 동성해봤자 정체성 안 바뀐다,동성 성향은 유전이라 이성애자한테 아무리 동성 강요해봤자 정체성 안 바뀐다
##한다고 해도 못할 것 같은데 유전 맞지 않냐?,전세계 사람들이 동성애한다고 해도 못할 것 같은데 유전 맞지 않냐?
김대리 그 못더라,김대리 아직도 그 프로젝트 못 끝냈더라
드론으로 이슬람 좀 죽었,이번에 드론으로 이슬람 시민들 좀 죽었데
시민이라고 났?,아니 시민이라고 발표 났던데?
,나도 그러고 싶다
우리 엄마 어제 고아원셨.,우리 엄마 어제 고아원 봉사활동 다녀오셨데.
봉사활동도 제대로 모르는 너가 얼마나 잘 함부로 하는지.,봉사활동도 제대로 모르는 너가 얼마나 잘 안다고 말을 함부로 하는지 모르겠다.
내 또 훔쳐 먹,내 음식 또 훔쳐 먹네
##칠 없어서 음식을 훔치냐,훔칠 게 없어서 음식을 훔치냐
